pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
96.38,241.96,26.07,48.52,64.03,43.29,1.22,16.54,64.33,3.33,4.77,217.0,Poor,2018,4,2,0,14,0.3966908133026012,74.59
101.18,252.21,27.42,51.63,66.35,45.56,1.28,17.36,67.6,3.22,4.13,239.0,Poor,2018,4,3,1,14,0.3995892737253663,79.05000000000001
111.82,262.69,32.79,52.51,69.5,50.48,1.44,16.58,65.46,2.64,4.85,244.0,Poor,2018,4,4,2,14,0.4240585536046115,85.3
152.56,337.64,43.18,60.24,76.02,49.53,1.76,19.67,64.73,4.62,6.26,329.0,Very Poor,2018,4,5,3,14,0.4505079140089771,103.42
100.5,231.2,25.66,44.92,62.14,43.35,1.42,19.96,54.04,2.64,4.14,271.0,Poor,2018,4,6,4,14,0.43281653746770027,70.58
48.46,132.97,18.92,36.94,50.39,42.48,1.12,10.48,54.42,1.43,3.32,170.0,Moderate,2018,4,7,5,14,0.36172277375531836,55.86
50.27,137.52,13.22,34.29,41.32,44.48,1.09,10.5,56.29,0.95,2.63,142.0,Moderate,2018,4,8,6,14,0.3629078833381461,47.51
49.56,123.41,24.07,39.45,53.81,44.12,1.35,10.77,42.76,2.34,4.47,133.0,Moderate,2018,4,9,0,15,0.39836026042922595,63.52
93.89,251.98,35.24,45.16,65.04,52.07,1.57,12.65,60.94,4.38,13.51,205.0,Poor,2018,4,10,1,15,0.3711360581864179,80.4
48.61,125.53,16.25,32.33,41.68,39.88,0.99,11.21,46.34,4.24,11.48,179.0,Moderate,2018,4,11,2,15,0.38417766537580017,48.58
46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,135.0,Moderate,2018,4,12,3,15,0.419976370080887,61.83
83.96,196.02,34.37,54.68,64.81,36.1,1.78,13.37,47.74,1.6,3.64,201.0,Poor,2018,4,13,4,15,0.4261496294792406,89.05
97.16,235.01,42.69,59.41,73.26,39.49,2.12,15.77,47.69,2.45,4.84,233.0,Poor,2018,4,14,5,15,0.4116774712935893,102.1
107.36,258.52,49.0,67.79,75.59,40.66,2.26,17.56,53.47,3.68,4.67,240.0,Poor,2018,4,15,6,15,0.41368680641183725,116.79
119.75,334.05,51.52,76.17,79.53,46.53,2.51,21.02,55.85,4.66,6.12,296.0,Poor,2018,4,16,0,16,0.35740934188927026,127.69
81.97,260.67,35.67,57.84,69.28,39.2,1.56,13.57,49.19,3.36,3.77,266.0,Poor,2018,4,17,1,16,0.31325715595979664,93.51
73.44,256.18,16.91,40.44,46.57,33.33,1.04,13.29,51.01,1.72,2.79,216.0,Poor,2018,4,18,2,16,0.2855587526246209,57.349999999999994
89.49,282.24,27.08,51.78,62.47,35.35,1.19,16.76,53.3,2.44,3.63,242.0,Poor,2018,4,19,3,16,0.31595113684507836,78.86
100.01,385.04,20.62,40.56,49.75,36.14,0.91,15.55,48.98,2.23,3.71,271.0,Poor,2018,4,20,4,16,0.2590664179877733,61.18000000000001
119.24,480.07,9.64,30.99,35.73,31.94,0.89,12.08,61.05,1.13,2.73,444.0,Severe,2018,4,21,5,16,0.24786413619639552,40.629999999999995
62.06,208.53,9.34,31.63,35.38,29.3,0.85,16.92,60.81,1.43,2.24,302.0,Very Poor,2018,4,22,6,16,0.29618670357466714,40.97
76.11,219.94,17.48,39.43,43.95,27.09,1.03,12.89,63.78,1.83,3.31,197.0,Moderate,2018,4,23,0,17,0.3444826649769168,56.91
108.64,274.05,27.8,57.07,61.05,32.19,1.28,17.01,59.45,3.36,5.14,242.0,Poor,2018,4,24,1,17,0.39498273041265225,84.87
117.56,313.41,46.07,82.47,77.25,31.94,2.02,15.1,48.81,6.04,8.18,287.0,Poor,2018,4,25,2,17,0.37390668235743135,128.54
142.82,397.1,44.46,78.5,78.44,41.32,2.09,17.89,65.07,5.52,6.76,329.0,Very Poor,2018,4,26,3,17,0.35875408188897256,122.96000000000001
107.47,336.49,22.69,49.86,54.16,51.03,1.41,12.96,69.49,2.86,4.75,351.0,Very Poor,2018,4,27,4,17,0.31843906486118106,72.55
84.13,316.52,11.33,36.11,41.23,44.78,1.14,12.38,75.5,1.7,3.23,288.0,Poor,2018,4,28,5,17,0.2649596875787352,47.44
89.1,259.12,13.32,42.57,48.22,47.69,1.26,16.1,69.07,1.87,3.3,259.0,Poor,2018,4,29,6,17,0.3425342149777026,55.89
79.3,214.51,21.81,46.42,58.38,49.72,1.12,11.9,60.39,1.71,3.66,221.0,Poor,2018,4,30,0,18,0.36796436360261703,68.23
54.88,165.91,11.11,33.37,41.04,44.37,0.81,8.8,65.54,1.18,1.91,173.0,Moderate,2018,5,1,1,18,0.32879995206997786,44.48
66.74,189.28,14.43,34.14,42.86,37.69,1.02,7.65,64.55,1.19,1.84,161.0,Moderate,2018,5,2,2,18,0.3507462686567164,48.57
47.25,153.75,15.63,31.77,40.96,38.01,1.23,9.52,50.16,0.94,2.3,167.0,Moderate,2018,5,3,3,18,0.3053311793214863,47.4
49.09,123.82,11.61,30.44,37.96,38.61,1.17,9.06,59.09,1.41,2.55,146.0,Moderate,2018,5,4,4,18,0.39328633231853877,42.05
74.82,196.76,23.26,46.75,55.93,44.85,1.74,11.85,59.48,2.46,4.28,174.0,Moderate,2018,5,5,5,18,0.37833737864077666,70.01
110.48,290.63,42.39,53.69,71.2,44.57,2.05,14.61,57.57,3.75,5.89,280.0,Poor,2018,5,6,6,18,0.3788361965504235,96.08
111.95,302.1,42.33,54.75,76.02,45.99,2.2,16.31,57.48,3.61,5.38,243.0,Poor,2018,5,7,0,19,0.3693500494886176,97.08
61.0,177.71,10.01,27.66,32.84,27.14,1.31,6.97,61.42,1.37,2.67,252.0,Poor,2018,5,8,1,19,0.3413351239438196,37.67
71.99,177.76,19.68,46.09,56.74,43.68,1.46,12.35,53.1,1.93,4.49,168.0,Moderate,2018,5,9,2,19,0.4027187290221526,65.77000000000001
93.45,215.34,28.94,52.15,68.21,53.84,2.41,12.02,57.78,2.3,4.57,218.0,Poor,2018,5,10,3,19,0.4319589534991218,81.09
132.39,315.8,35.51,65.41,75.54,51.67,2.73,16.58,65.24,4.4,5.38,292.0,Poor,2018,5,11,4,19,0.4178977272727272,100.91999999999999
144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,330.0,Very Poor,2018,5,12,5,19,0.4071368124118477,119.44999999999999
80.64,236.35,17.22,31.22,44.1,59.34,2.1,11.48,67.88,1.31,2.15,285.0,Poor,2018,5,13,6,19,0.33975142195070573,48.44
49.22,137.39,13.4,40.3,41.85,46.61,2.05,11.3,56.2,1.07,2.34,174.0,Moderate,2018,5,14,0,20,0.35566153623816754,53.699999999999996
67.23,177.03,13.34,39.81,43.92,49.62,1.91,11.9,62.52,1.85,3.06,173.0,Moderate,2018,5,15,1,20,0.3776329832050778,53.150000000000006
78.74,221.21,16.47,41.79,45.65,43.11,1.11,9.25,54.41,2.59,3.61,194.0,Moderate,2018,5,16,2,20,0.3543494892219072,58.26
105.99,288.92,17.3,44.14,44.55,45.08,0.85,13.61,70.39,1.84,3.94,240.0,Poor,2018,5,17,3,20,0.3655836092715231,61.44
96.96,241.99,27.74,53.88,63.16,54.12,1.07,13.97,58.67,3.02,5.04,254.0,Poor,2018,5,18,4,20,0.3990287666159101,81.62
103.98,284.44,49.67,65.52,81.75,55.99,1.46,12.48,57.66,5.23,6.98,270.0,Poor,2018,5,19,5,20,0.3642797085201794,115.19
83.66,228.61,20.35,45.88,50.04,45.4,1.08,12.65,55.77,2.72,5.24,231.0,Poor,2018,5,20,6,20,0.3643569530943774,66.23
71.25,209.67,14.16,42.68,48.33,41.07,0.91,12.73,60.27,3.04,5.34,208.0,Poor,2018,5,21,0,21,0.3382066739450325,56.84
91.16,243.14,28.41,59.07,60.5,40.31,1.17,15.56,59.41,3.53,6.23,207.0,Poor,2018,5,22,1,21,0.3733923158843287,87.48
129.23,324.0,53.83,77.28,86.18,46.95,1.66,17.57,59.46,5.79,9.66,306.0,Very Poor,2018,5,23,2,21,0.3976307692307692,131.11
114.13,298.07,37.09,57.51,67.13,51.03,1.34,17.78,53.43,3.1,6.97,303.0,Very Poor,2018,5,24,3,21,0.3816163439997325,94.6
83.88,249.82,42.75,59.34,63.04,36.45,1.31,12.73,48.95,4.03,6.57,260.0,Poor,2018,5,25,4,21,0.33442309225739575,102.09
103.02,263.49,41.7,64.88,61.71,37.33,1.47,14.9,49.85,4.77,6.65,244.0,Poor,2018,5,26,5,21,0.3895043290861658,106.58
97.37,314.96,31.92,58.31,57.05,35.05,1.1,11.59,56.75,3.73,4.64,268.0,Poor,2018,5,27,6,21,0.3081719204962654,90.23
117.56,290.96,29.36,54.01,57.51,48.36,1.33,15.54,59.11,2.77,5.02,276.0,Poor,2018,5,28,0,22,0.4026578983422387,83.37
112.6,312.18,41.22,60.34,66.84,51.9,1.4,11.93,59.1,3.88,5.4,303.0,Very Poor,2018,5,29,1,22,0.3595376460821253,101.56
65.76,295.94,13.19,33.21,42.64,54.38,0.95,8.58,59.9,1.2,1.85,272.0,Poor,2018,5,30,2,22,0.22145888058193577,46.4
71.99,235.22,14.54,40.76,44.17,50.49,1.0,9.71,50.6,1.88,3.53,223.0,Poor,2018,5,31,3,22,0.304758276183219,55.3
79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,1.48,3.18,196.0,Moderate,2018,6,1,4,22,0.34038387879303744,38.79
52.6,154.66,12.65,29.28,35.13,41.24,0.98,9.08,60.12,1.51,3.67,183.0,Moderate,2018,6,2,5,22,0.33791597070538354,41.93
59.52,140.21,16.93,31.51,43.09,43.82,0.84,7.79,57.87,1.32,3.37,154.0,Moderate,2018,6,3,6,22,0.4214998937752284,48.44
64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,2.13,3.41,170.0,Moderate,2018,6,4,0,23,0.35727358438245244,45.0
61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,2.52,4.69,160.0,Moderate,2018,6,5,1,23,0.40190141303640037,37.25
57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,2.71,6.46,146.0,Moderate,2018,6,6,2,23,0.3594889373636647,40.1
73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,4.76,6.4,166.0,Moderate,2018,6,7,3,23,0.443515902122287,44.01
76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,2.56,4.55,180.0,Moderate,2018,6,8,4,23,0.3890746934225195,41.07
52.79,136.75,10.94,27.39,36.36,40.4,0.9,6.41,41.95,2.72,4.57,153.0,Moderate,2018,6,9,5,23,0.3832304900181488,38.33
67.02,141.09,16.94,34.23,38.52,49.24,0.93,7.35,45.16,2.67,7.04,153.0,Moderate,2018,6,10,6,23,0.47167288338377084,51.17
73.22,218.14,11.9,34.85,35.75,48.15,0.9,6.94,46.66,2.57,5.41,186.0,Moderate,2018,6,11,0,24,0.334124304097837,46.75
141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,2.26,6.1,285.0,Poor,2018,6,12,1,24,0.28318300260573265,42.78
261.77,743.98,11.58,25.75,30.62,32.58,0.77,6.91,27.45,2.33,4.31,453.0,Severe,2018,6,13,2,24,0.3513785604982684,37.33
225.49,761.91,11.75,25.37,29.01,27.3,0.72,7.22,43.38,2.25,9.35,522.0,Severe,2018,6,14,3,24,0.29556566305330906,37.120000000000005
153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,593.0,Severe,2018,6,15,4,24,0.24950353224598756,36.66
127.32,516.85,10.15,25.0,29.76,28.12,0.68,7.29,45.76,3.36,5.58,531.0,Severe,2018,6,16,5,24,0.24586270155450418,35.15
84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,2.78,6.3,384.0,Very Poor,2018,6,17,6,24,0.29109518230064096,31.23
61.06,166.71,11.44,26.68,31.17,33.27,0.77,7.71,46.41,2.82,8.24,179.0,Moderate,2018,6,18,0,25,0.36408085385486855,38.12
52.76,152.06,10.85,26.52,29.02,31.25,0.68,6.5,53.39,3.73,8.34,146.0,Moderate,2018,6,19,1,25,0.3447014242780609,37.37
67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,4.51,10.83,175.0,Moderate,2018,6,20,2,25,0.3340421323311245,47.53
76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,3.89,11.19,221.0,Poor,2018,6,21,3,25,0.2807849430989203,45.99
83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,4.69,13.08,249.0,Poor,2018,6,22,4,25,0.3378797022731845,68.68
81.33,242.29,17.78,44.23,49.29,44.27,0.96,11.68,66.18,4.26,13.63,228.0,Poor,2018,6,23,5,25,0.33429240823708334,62.01
54.15,163.89,10.39,34.98,37.1,34.64,0.77,13.73,59.17,2.66,10.24,194.0,Moderate,2018,6,24,6,25,0.3284007520164959,45.37
46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,1.93,11.0,168.0,Moderate,2018,6,25,0,26,0.2994700210714513,45.730000000000004
29.98,92.12,8.89,34.16,26.14,35.67,0.72,13.16,33.09,1.81,17.81,128.0,Moderate,2018,6,26,1,26,0.3219501718213058,43.05
52.48,111.4,9.03,31.0,25.96,44.57,0.84,10.43,44.04,2.24,22.29,126.0,Moderate,2018,6,27,2,26,0.46690391459074726,40.03
30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,99.0,Satisfactory,2018,6,28,3,26,0.4152167909417288,37.69
37.11,84.12,10.99,30.43,26.78,42.44,0.87,9.36,31.43,2.22,17.18,90.0,Satisfactory,2018,6,29,4,26,0.4359727443609022,41.42
41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,113.0,Moderate,2018,6,30,5,26,0.39532219570405724,43.31
34.18,97.81,10.82,28.46,26.45,44.47,0.78,8.53,28.09,1.56,20.66,102.0,Moderate,2018,7,1,6,26,0.3459164052221435,39.28
34.24,122.23,7.87,25.74,22.61,36.17,0.65,8.82,33.79,0.98,15.01,111.0,Moderate,2018,7,2,0,27,0.2778544185669074,33.61
44.55,109.65,11.74,37.27,32.19,38.7,0.86,10.11,39.78,1.82,21.86,122.0,Moderate,2018,7,3,1,27,0.40262087663804785,49.010000000000005
45.76,113.75,8.01,31.17,25.67,37.0,0.78,10.14,45.71,1.88,22.27,128.0,Moderate,2018,7,4,2,27,0.39877995642701525,39.18
50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,130.0,Moderate,2018,7,5,3,27,0.37451708766716196,51.56999999999999
57.12,163.19,16.15,36.71,35.28,48.7,0.94,10.27,40.01,2.31,31.73,147.0,Moderate,2018,7,6,4,27,0.34788964005116024,52.86
61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,155.0,Moderate,2018,7,7,5,27,0.38917865895808457,43.42
68.2,179.05,14.86,39.85,35.86,57.11,0.98,11.6,65.27,2.31,30.07,176.0,Moderate,2018,7,8,6,27,0.3787836712024438,54.71
70.48,169.96,9.06,35.14,28.69,55.38,0.93,11.0,54.8,1.66,20.19,168.0,Moderate,2018,7,9,0,28,0.41226017781937296,44.2
47.48,112.45,7.74,28.19,24.09,47.18,0.81,10.92,43.89,1.07,17.31,140.0,Moderate,2018,7,10,1,28,0.41851035698545613,35.93
39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,111.0,Moderate,2018,7,11,2,28,0.3847567463004159,40.58
46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,130.0,Moderate,2018,7,12,3,28,0.36328856964397255,44.43
28.44,61.6,12.27,31.94,29.09,33.49,0.88,10.69,26.96,1.55,24.0,109.0,Moderate,2018,7,13,4,28,0.45431309904153355,44.21
33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,96.0,Satisfactory,2018,7,14,5,28,0.4740014015416959,44.87
37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,92.0,Satisfactory,2018,7,15,6,28,0.4754469906824477,37.18
37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,95.0,Satisfactory,2018,7,16,0,29,0.444127097465191,47.18
34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,105.0,Moderate,2018,7,17,1,29,0.3993937980881324,42.620000000000005
37.76,97.11,12.45,29.45,28.39,46.23,0.82,11.04,32.43,1.48,25.94,114.0,Moderate,2018,7,18,2,29,0.3848741208847212,41.9
35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,106.0,Moderate,2018,7,19,3,29,0.4144783534421575,37.99
37.26,80.33,12.22,33.46,30.45,38.54,0.89,10.4,24.18,1.87,30.82,90.0,Satisfactory,2018,7,20,4,29,0.45813353006270746,45.68
50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,114.0,Moderate,2018,7,21,5,29,0.5180026823480862,54.47
25.81,47.63,12.14,27.55,27.12,37.26,0.83,9.85,24.91,1.28,23.18,87.0,Satisfactory,2018,7,22,6,29,0.5307423401192679,39.69
32.39,69.73,14.28,28.74,29.43,39.3,0.81,10.43,26.11,1.39,23.1,80.0,Satisfactory,2018,7,23,0,30,0.45793863989820444,43.019999999999996
39.3,94.8,12.18,29.15,26.72,40.08,0.83,10.78,34.46,1.5,24.69,101.0,Moderate,2018,7,24,1,30,0.4102296450939457,41.33
34.7,80.13,15.59,27.58,28.48,39.46,0.81,9.99,21.39,1.18,26.71,90.0,Satisfactory,2018,7,25,2,30,0.42770861580179964,43.17
32.22,57.98,16.81,25.1,28.9,38.33,0.89,9.27,18.6,1.26,25.4,90.0,Satisfactory,2018,7,26,3,30,0.5462868769074263,41.91
21.75,35.79,14.04,23.41,25.77,33.02,0.91,9.13,19.82,1.46,30.17,68.0,Satisfactory,2018,7,27,4,30,0.591193259037782,37.45
37.69,67.2,13.43,21.59,24.43,29.08,0.73,9.55,24.11,1.36,22.84,71.0,Satisfactory,2018,7,28,5,30,0.5526392961876833,35.019999999999996
44.03,116.89,18.34,25.02,30.46,36.7,0.74,9.37,26.19,1.24,22.57,100.0,Satisfactory,2018,7,29,6,30,0.3734837560437696,43.36
39.89,122.86,15.98,25.06,28.28,42.39,0.8,8.96,28.09,1.08,22.42,122.0,Moderate,2018,7,30,0,31,0.32205716131115775,41.04
50.59,165.4,15.59,28.84,30.1,41.94,0.91,9.12,27.81,1.28,24.33,135.0,Moderate,2018,7,31,1,31,0.3040264423076923,44.43
55.77,195.09,19.92,26.14,32.34,38.58,0.94,9.71,29.94,1.38,22.32,155.0,Moderate,2018,8,1,2,31,0.28441021979703196,46.06
71.5,268.29,20.56,25.2,32.61,36.33,0.86,10.22,29.3,1.47,23.26,215.0,Poor,2018,8,2,3,31,0.2655130157079728,45.76
65.46,248.8,19.1,26.08,31.73,34.43,0.78,9.48,28.1,1.4,20.79,228.0,Poor,2018,8,3,4,31,0.26204963971176937,45.18
69.75,264.97,19.25,28.77,32.96,33.4,0.76,9.61,29.61,1.23,22.81,215.0,Poor,2018,8,4,5,31,0.2622476219122457,48.019999999999996
63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,25.4,1.08,17.19,234.0,Poor,2018,8,5,6,31,0.2564443906571463,42.53
50.64,131.76,19.28,26.59,32.23,45.36,0.9,9.4,27.42,1.44,22.79,166.0,Moderate,2018,8,6,0,32,0.3814401928291654,45.870000000000005
44.54,110.19,18.64,26.15,31.04,40.11,0.98,10.65,32.06,1.55,24.7,123.0,Moderate,2018,8,7,1,32,0.4005755913301556,44.79
36.7,76.04,19.04,25.24,30.33,38.57,1.02,9.47,31.12,1.55,23.23,108.0,Moderate,2018,8,8,2,32,0.4763759086188993,44.28
36.84,91.15,17.18,24.98,29.1,38.58,0.89,9.85,34.11,1.37,21.43,102.0,Moderate,2018,8,9,3,32,0.3997829625610418,42.16
46.24,115.63,27.59,34.82,42.63,40.95,1.11,9.66,31.83,1.81,28.91,111.0,Moderate,2018,8,10,4,32,0.39646746120209214,62.41
32.72,98.26,18.61,24.06,28.8,36.5,0.7,8.84,27.66,1.28,22.4,106.0,Moderate,2018,8,11,5,32,0.3296393310497683,42.67
25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,92.0,Satisfactory,2018,8,12,6,32,0.3038543390872547,38.36
32.75,106.03,16.15,25.04,28.15,34.65,0.84,9.26,27.7,1.11,23.38,102.0,Moderate,2018,8,13,0,33,0.30598897505372324,41.19
46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,122.0,Moderate,2018,8,14,1,33,0.3668754894283477,43.519999999999996
43.0,117.21,9.88,23.72,22.86,37.96,0.84,8.85,34.04,1.41,30.1,128.0,Moderate,2018,8,15,2,33,0.36375941121732513,33.6
36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,109.0,Moderate,2018,8,16,3,33,0.40972378172018864,47.99
32.98,80.82,18.25,24.58,30.72,37.68,0.98,9.26,30.62,1.88,35.61,109.0,Moderate,2018,8,17,4,33,0.4030799315570765,42.83
32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,90.0,Satisfactory,2018,8,18,5,33,0.4095663265306122,39.04
47.01,96.0,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,100.0,Satisfactory,2018,8,19,6,33,0.4846391752577319,50.77
61.1,125.39,23.17,32.54,37.99,38.4,1.18,10.88,39.36,1.66,30.16,138.0,Moderate,2018,8,20,0,34,0.483424321544426,55.71
30.98,77.56,11.76,27.85,26.25,32.36,1.02,11.99,31.02,1.09,20.9,105.0,Moderate,2018,8,21,1,34,0.39434826883910384,39.61
29.75,74.91,14.93,28.18,28.73,28.58,0.9,11.43,25.33,1.23,25.98,91.0,Satisfactory,2018,8,22,2,34,0.3919114741140825,43.11
31.19,73.3,15.41,24.72,27.95,32.42,0.82,10.82,18.25,1.16,25.82,86.0,Satisfactory,2018,8,23,3,34,0.4197846567967699,40.129999999999995
23.71,88.0,17.54,24.6,29.81,28.45,0.8,10.4,19.29,1.15,27.47,89.0,Satisfactory,2018,8,24,4,34,0.26640449438202246,42.14
21.96,82.69,14.99,22.78,26.16,25.87,0.68,10.9,20.69,1.19,26.57,100.0,Satisfactory,2018,8,25,5,34,0.26239694109212575,37.77
23.96,77.21,9.89,19.92,20.16,24.13,0.6,10.31,24.77,0.96,20.49,85.0,Satisfactory,2018,8,26,6,34,0.30635468610152156,29.810000000000002
24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,82.0,Satisfactory,2018,8,27,0,35,0.43005900728913576,34.27
29.26,58.76,14.65,25.52,27.65,27.99,0.85,10.84,21.91,1.53,28.19,81.0,Satisfactory,2018,8,28,1,35,0.48962516733601075,40.17
36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,88.0,Satisfactory,2018,8,29,2,35,0.5416040853109042,41.43
41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,97.0,Satisfactory,2018,8,30,3,35,0.42769772986420646,49.68
47.53,152.29,13.54,25.96,26.93,28.79,0.82,9.67,23.57,1.47,29.67,127.0,Moderate,2018,8,31,4,35,0.31006588818579167,39.5
45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,132.0,Moderate,2018,9,1,5,35,0.4058374494836102,47.980000000000004
40.9,80.4,20.91,23.44,29.51,31.34,0.87,9.81,23.36,1.95,33.74,116.0,Moderate,2018,9,2,6,35,0.5024570024570024,44.35
42.06,72.38,17.6,27.63,30.0,30.05,1.06,9.96,26.15,2.11,29.86,89.0,Satisfactory,2018,9,3,0,36,0.5731807031888799,45.230000000000004
55.72,105.56,34.09,35.94,49.8,32.41,1.29,10.8,26.55,2.89,37.58,118.0,Moderate,2018,9,4,1,36,0.5228978978978979,70.03
39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,108.0,Moderate,2018,9,5,2,36,0.3868677042801557,52.480000000000004
49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,137.0,Moderate,2018,9,6,3,36,0.35435779816513757,59.33
42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,117.0,Moderate,2018,9,7,4,36,0.4783596501192775,68.86
35.45,72.63,17.48,26.65,31.93,28.17,0.84,11.38,23.65,1.84,28.88,105.0,Moderate,2018,9,8,5,36,0.48146136085834584,44.129999999999995
29.1,56.92,10.53,23.58,24.12,24.71,0.72,10.98,26.36,1.05,17.3,86.0,Satisfactory,2018,9,9,6,36,0.5024171270718232,34.11
36.99,83.98,15.56,29.61,30.96,24.26,0.88,11.21,29.46,1.29,20.47,92.0,Satisfactory,2018,9,10,0,37,0.4352788891503883,45.17
28.33,78.11,19.0,26.0,32.0,23.37,0.78,9.77,23.21,1.36,24.81,91.0,Satisfactory,2018,9,11,1,37,0.3581089622045253,45.0
28.55,103.27,17.17,24.4,29.28,22.38,0.71,10.31,22.44,1.44,25.14,96.0,Satisfactory,2018,9,12,2,37,0.2738083820849717,41.57
27.49,115.88,19.96,23.21,30.78,20.34,0.63,11.24,23.11,1.28,24.6,108.0,Moderate,2018,9,13,3,37,0.23519849418206706,43.17
31.38,113.92,20.52,25.18,32.01,19.9,0.7,11.21,24.58,1.44,24.24,113.0,Moderate,2018,9,14,4,37,0.2730595196658545,45.7
37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,126.0,Moderate,2018,9,15,5,37,0.29556028704360854,54.37
43.09,131.43,21.14,25.92,31.12,24.13,0.72,11.14,26.12,1.78,23.98,124.0,Moderate,2018,9,16,6,37,0.32537944574492184,47.06
55.86,157.59,22.25,29.15,33.99,25.37,0.78,11.12,35.01,1.68,21.94,135.0,Moderate,2018,9,17,0,38,0.352229018223091,51.4
54.94,165.11,15.0,29.8,28.63,24.13,0.75,11.95,38.79,1.71,23.97,154.0,Moderate,2018,9,18,1,38,0.3307446872554331,44.8
58.63,175.12,26.29,37.36,40.98,26.44,0.89,13.43,40.04,2.12,27.54,157.0,Moderate,2018,9,19,2,38,0.33289802407449465,63.65
73.3,185.23,28.51,38.16,42.01,29.96,0.98,14.41,49.18,2.75,35.2,173.0,Moderate,2018,9,20,3,38,0.39359931267787146,66.67
46.73,112.51,11.6,26.7,24.32,28.6,0.75,12.74,30.31,1.98,22.78,155.0,Moderate,2018,9,21,4,38,0.4116817901506475,38.3
24.29,46.36,10.07,21.72,19.92,23.58,0.73,11.11,23.89,1.7,24.61,76.0,Satisfactory,2018,9,22,5,38,0.5128800675675675,31.79
30.71,54.77,7.37,19.88,16.84,22.73,0.67,11.59,28.89,1.4,17.36,69.0,Satisfactory,2018,9,23,6,38,0.5506544737313968,27.25
21.46,35.84,14.91,25.07,25.46,22.73,0.74,11.08,19.54,2.44,21.7,63.0,Satisfactory,2018,9,24,0,39,0.5825190010857763,39.980000000000004
21.45,49.41,20.54,25.67,30.35,22.28,0.81,10.88,22.48,3.12,30.75,63.0,Satisfactory,2018,9,25,1,39,0.425510811346955,46.21
42.83,108.67,31.86,32.38,42.65,24.2,1.03,11.59,28.54,2.94,40.14,99.0,Satisfactory,2018,9,26,2,39,0.3905352420899061,64.24000000000001
71.44,171.42,66.23,37.42,73.58,30.7,1.5,12.78,35.24,4.84,60.29,151.0,Moderate,2018,9,27,3,39,0.41433708386498086,103.65
